"DATA_LECTURA","DATA_EXTREM","CODI_ESTACIO","ACRÒNIM","VALOR"
2023-01-12,NA,"X8","TM",11.1
2023-01-12,"13:19:00","X8","TX",15.8
2023-01-12,"08:02:00","X8","TN",7.6
2023-01-12,NA,"X8","HRM",61
2023-01-12,"04:48:00","X8","HRX",75
2023-01-12,"12:33:00","X8","HRN",43
2023-01-12,NA,"X8","PM",1017.2
2023-01-12,"10:02:00","X8","PX",1019.6
2023-01-12,"23:58:00","X8","PN",1014.6
2023-01-12,NA,"X8","PPT",0
2023-01-12,NA,"X8","RS24h",8.9
2023-01-12,NA,"X8","VVM10",2.6
2023-01-12,NA,"X8","DVM10",287
2023-01-12,"10:15:00","X8","VVX10",9.6
2023-01-12,"10:15:00","X8","DVVX10",286
2023-01-13,NA,"D5","TM",10.4
2023-01-13,"14:54:00","D5","TX",15.4
2023-01-13,"00:12:00","D5","TN",7.5
2023-01-13,NA,"D5","HRM",58
2023-01-13,"21:36:00","D5","HRX",70
2023-01-13,"14:40:00","D5","HRN",45
2023-01-13,NA,"D5","PM",976.5
2023-01-13,"23:30:00","D5","PX",978.9
2023-01-13,"01:16:00","D5","PN",974.1
2023-01-13,NA,"D5","PPT",0
2023-01-13,NA,"D5","RS24h",8.5
2023-01-13,NA,"D5","VVM10",3.7
2023-01-13,NA,"D5","DVM10",317
2023-01-13,"01:45:00","D5","VVX10",10.1
2023-01-13,"01:45:00","D5","DVVX10",282
2023-01-13,NA,"X2","TM",10.8
2023-01-13,"11:47:00","X2","TX",16
2023-01-13,"23:25:00","X2","TN",6.9
2023-01-13,NA,"X2","HRM",65
2023-01-13,"23:00:00","X2","HRX",85
2023-01-13,"11:40:00","X2","HRN",43
2023-01-13,NA,"X4","TM",12.7
2023-01-13,"13:28:00","X4","TX",16.8
2023-01-13,"23:47:00","X4","TN",10.2
2023-01-13,NA,"X4","HRM",53
2023-01-13,"23:51:00","X4","HRX",68
2023-01-13,"13:30:00","X4","HRN",38
2023-01-13,NA,"X4","PM",1021.7
2023-01-13,"23:30:00","X4","PX",1024.5
2023-01-13,"03:13:00","X4","PN",1019.6
2023-01-13,NA,"X4","PPT",0
2023-01-13,NA,"X4","RS24h",8.1
2023-01-13,NA,"X4","VVM10",1.1
2023-01-13,NA,"X4","DVM10",301
2023-01-13,"04:34:00","X4","VVX10",5.1
2023-01-13,"04:34:00","X4","DVVX10",9
2023-01-13,NA,"X8","TM",11.5
2023-01-13,"13:47:00","X8","TX",16.5
2023-01-13,"23:51:00","X8","TN",8.1
2023-01-13,NA,"X8","HRM",56
2023-01-13,"22:55:00","X8","HRX",75
2023-01-13,"14:00:00","X8","HRN",41
2023-01-13,NA,"X8","PM",1015.8
2023-01-13,"23:41:00","X8","PX",1018.3
2023-01-13,"03:12:00","X8","PN",1013.7
2023-01-13,NA,"X8","PPT",0
2023-01-13,NA,"X8","RS24h",7.8
2023-01-13,NA,"X8","VVM10",1.6
2023-01-13,NA,"X8","DVM10",312
2023-01-13,"10:24:00","X8","VVX10",6.7
2023-01-13,"10:24:00","X8","DVVX10",315
2023-01-14,NA,"D5","TM",11
2023-01-14,"15:01:00","D5","TX",17.9
2023-01-14,"09:00:00","D5","TN",7.1
2023-01-14,NA,"D5","HRM",64
2023-01-14,"09:01:00","D5","HRX",82
2023-01-14,"15:01:00","D5","HRN",44
2023-01-14,NA,"D5","PM",974.7
2023-01-14,"00:00:00","D5","PX",978.8
2023-01-14,"23:59:00","D5","PN",969.9
2023-01-14,NA,"D5","PPT",0
2023-01-14,NA,"D5","RS24h",9.7
2023-01-14,NA,"D5","VVM10",5.3
2023-01-14,NA,"D5","DVM10",272
2023-01-14,"08:45:00","D5","VVX10",12.5
2023-01-14,"08:45:00","D5","DVVX10",287
2023-01-14,NA,"X2","TM",10.9
2023-01-14,"14:00:00","X2","TX",17.3
2023-01-14,"06:48:00","X2","TN",5.8
2023-01-14,NA,"X2","HRM",71
2023-01-14,"01:00:00","X2","HRX",86
2023-01-14,"13:07:00","X2","HRN",48
2023-01-14,NA,"X4","TM",12.8
2023-01-14,"13:54:00","X4","TX",18
2023-01-14,"05:46:00","X4","TN",8.9
2023-01-14,NA,"X4","HRM",60
2023-01-14,"18:34:00","X4","HRX",69
2023-01-14,"13:02:00","X4","HRN",43
2023-01-14,NA,"X4","PM",1019.9
2023-01-14,"00:00:00","X4","PX",1024.4
2023-01-14,"23:58:00","X4","PN",1015
2023-01-14,NA,"X4","PPT",0
2023-01-14,NA,"X4","RS24h",9.7
2023-01-14,NA,"X4","VVM10",1.8
2023-01-14,NA,"X4","DVM10",260
2023-01-14,"15:16:00","X4","VVX10",7.8
2023-01-14,"15:16:00","X4","DVVX10",224
2023-01-14,NA,"X8","TM",11.7
2023-01-14,"12:40:00","X8","TX",18.9
2023-01-14,"02:06:00","X8","TN",6.5
2023-01-14,NA,"X8","HRM",65
2023-01-14,"06:39:00","X8","HRX",80
2023-01-14,"13:06:00","X8","HRN",42
2023-01-14,NA,"X8","PM",1014.1
2023-01-14,"00:03:00","X8","PX",1018.2
2023-01-14,"23:58:00","X8","PN",1009.1
2023-01-14,NA,"X8","PPT",0
2023-01-14,NA,"X8","RS24h",9.4
2023-01-14,NA,"X8","VVM10",1.9
2023-01-14,NA,"X8","DVM10",276
2023-01-14,"14:40:00","X8","VVX10",7.5
2023-01-14,"14:40:00","X8","DVVX10",228
2023-01-15,NA,"D5","TM",10.3
2023-01-15,"12:36:00","D5","TX",17.3
2023-01-15,"23:57:00","D5","TN",4.6
2023-01-15,NA,"D5","HRM",71
2023-01-15,"22:57:00","D5","HRX",100
2023-01-15,"12:36:00","D5","HRN",47
2023-01-15,NA,"D5","PM",968
2023-01-15,"00:03:00","D5","PX",970
2023-01-15,"06:16:00","D5","PN",966.5
2023-01-15,NA,"D5","PPT",6.7
2023-01-15,NA,"D5","RS24h",8.3
2023-01-15,NA,"D5","VVM10",3.2
2023-01-15,NA,"D5","DVM10",279
2023-01-15,"07:04:00","D5","VVX10",14.4
2023-01-15,"07:04:00","D5","DVVX10",317
2023-01-15,NA,"X2","TM",12.8
2023-01-15,"11:47:00","X2","TX",17.4
2023-01-15,"23:59:00","X2","TN",9.1
2023-01-15,NA,"X2","HRM",68
2023-01-15,"23:57:00","X2","HRX",87
2023-01-15,"12:19:00","X2","HRN",48
2023-01-15,NA,"X4","TM",13.3
2023-01-15,"11:35:00","X4","TX",17.6
2023-01-15,"23:59:00","X4","TN",9.3
2023-01-15,NA,"X4","HRM",61
2023-01-15,"23:44:00","X4","HRX",85
2023-01-15,"12:01:00","X4","HRN",44
2023-01-15,NA,"X4","PM",1013
2023-01-15,"00:00:00","X4","PX",1015
2023-01-15,"14:09:00","X4","PN",1011.6
2023-01-15,NA,"X4","PPT",1.5
2023-01-15,NA,"X4","RS24h",7.6
2023-01-15,NA,"X4","VVM10",2.3
2023-01-15,NA,"X4","DVM10",297
2023-01-15,"07:52:00","X4","VVX10",9.7
2023-01-15,"07:52:00","X4","DVVX10",322
2023-01-15,NA,"X8","TM",12.6
2023-01-15,"12:30:00","X8","TX",18.4
2023-01-15,"23:59:00","X8","TN",8.3
2023-01-15,NA,"X8","HRM",63
2023-01-15,"23:25:00","X8","HRX",94
2023-01-15,"12:30:00","X8","HRN",43
2023-01-15,NA,"X8","PM",1007.2
2023-01-15,"00:00:00","X8","PX",1009.1
2023-01-15,"14:04:00","X8","PN",1005.8
2023-01-15,NA,"X8","PPT",0.4
2023-01-15,NA,"X8","RS24h",7.5
2023-01-15,NA,"X8","VVM10",2.3
2023-01-15,NA,"X8","DVM10",301
2023-01-15,"07:36:00","X8","VVX10",10.5
2023-01-15,"07:36:00","X8","DVVX10",302
2023-01-16,NA,"D5","TM",8
2023-01-16,"12:30:00","D5","TX",12.7
2023-01-16,"03:16:00","D5","TN",3.9
2023-01-16,NA,"D5","HRM",67
2023-01-16,"21:21:00","D5","HRX",83
2023-01-16,"11:59:00","D5","HRN",47
2023-01-16,NA,"D5","PM",957.2
2023-01-16,"00:00:00","D5","PX",967.7
2023-01-16,"23:59:00","D5","PN",947.3
2023-01-16,NA,"D5","PPT",0
2023-01-16,NA,"D5","RS24h",8
2023-01-16,NA,"D5","VVM10",4.9
2023-01-16,NA,"D5","DVM10",250
2023-01-16,"13:14:00","D5","VVX10",13
2023-01-16,"13:14:00","D5","DVVX10",253
2023-01-16,NA,"X2","TM",11.6
2023-01-16,"11:54:00","X2","TX",15.7
2023-01-16,"04:00:00","X2","TN",6.4
2023-01-16,NA,"X2","HRM",59
2023-01-16,"00:07:00","X2","HRX",90
2023-01-16,"11:52:00","X2","HRN",41
2023-01-16,NA,"X4","TM",12
2023-01-16,"13:30:00","X4","TX",15.5
2023-01-16,"03:41:00","X4","TN",8.7
2023-01-16,NA,"X4","HRM",51
2023-01-16,"00:00:00","X4","HRX",73
2023-01-16,"10:42:00","X4","HRN",38
2023-01-16,NA,"X4","PM",1002
2023-01-16,"00:00:00","X4","PX",1013.3
2023-01-16,"23:59:00","X4","PN",991.3
2023-01-16,NA,"X4","PPT",0
2023-01-16,NA,"X4","RS24h",6.8
2023-01-16,NA,"X4","VVM10",2.8
2023-01-16,NA,"X4","DVM10",285
2023-01-16,"13:11:00","X4","VVX10",13
2023-01-16,"13:11:00","X4","DVVX10",310
2023-01-16,NA,"X8","TM",11
2023-01-16,"12:34:00","X8","TX",16
2023-01-16,"03:53:00","X8","TN",5.8
2023-01-16,NA,"X8","HRM",55
2023-01-16,"23:59:00","X8","HRX",71
2023-01-16,"10:43:00","X8","HRN",39
2023-01-16,NA,"X8","PM",996.3
2023-01-16,"00:00:00","X8","PX",1007
2023-01-16,"23:59:00","X8","PN",985.6
2023-01-16,NA,"X8","PPT",0
2023-01-16,NA,"X8","RS24h",5.9
2023-01-16,NA,"X8","VVM10",2.6
2023-01-16,NA,"X8","DVM10",274
2023-01-16,"10:20:00","X8","VVX10",12.4
2023-01-16,"10:20:00","X8","DVVX10",277
2023-01-17,NA,"D5","TM",10
2023-01-17,"12:30:00","D5","TX",13.8
2023-01-17,"23:15:00","D5","TN",5
2023-01-17,NA,"D5","HRM",57
2023-01-17,"08:37:00","D5","HRX",94
2023-01-17,"13:17:00","D5","HRN",33
2023-01-17,NA,"D5","PM",944.7
2023-01-17,"20:31:00","D5","PX",947.6
2023-01-17,"13:27:00","D5","PN",942.1
2023-01-17,NA,"D5","PPT",1.4
2023-01-17,NA,"D5","RS24h",8.9
2023-01-17,NA,"D5","VVM10",5.4
2023-01-17,NA,"D5","DVM10",240
2023-01-17,"03:41:00","D5","VVX10",17.1
2023-01-17,"03:41:00","D5","DVVX10",282
2023-01-17,NA,"X2","TM",13.7
2023-01-17,"04:41:00","X2","TX",16.9
2023-01-17,"23:55:00","X2","TN",9.1
2023-01-17,NA,"X2","HRM",47
2023-01-17,"08:38:00","X2","HRX",77
2023-01-17,"13:17:00","X2","HRN",27
2023-01-17,NA,"X4","TM",13.7
2023-01-17,"04:31:00","X4","TX",16.9
2023-01-17,"23:30:00","X4","TN",9.3
2023-01-17,NA,"X4","HRM",44
2023-01-17,"08:20:00","X4","HRX",76
2023-01-17,"13:14:00","X4","HRN",25
2023-01-17,NA,"X4","PM",989.1
2023-01-17,"20:44:00","X4","PX",992.3
2023-01-17,"12:30:00","X4","PN",986.7
2023-01-17,NA,"X4","PPT",2.1
2023-01-17,NA,"X4","RS24h",8.9
2023-01-17,NA,"X4","VVM10",5.7
2023-01-17,NA,"X4","DVM10",285
2023-01-17,"15:22:00","X4","VVX10",20
2023-01-17,"15:22:00","X4","DVVX10",293
2023-01-17,NA,"X8","TM",13
2023-01-17,"12:30:00","X8","TX",16.6
2023-01-17,"23:26:00","X8","TN",7.7
2023-01-17,NA,"X8","HRM",48
2023-01-17,"08:44:00","X8","HRX",83
2023-01-17,"13:06:00","X8","HRN",27
2023-01-17,NA,"X8","PM",983.5
2023-01-17,"22:06:00","X8","PX",986.5
2023-01-17,"05:43:00","X8","PN",981
2023-01-17,NA,"X8","PPT",1.4
2023-01-17,NA,"X8","RS24h",8.9
2023-01-17,NA,"X8","VVM10",4.4
2023-01-17,NA,"X8","DVM10",275
2023-01-17,"14:04:00","X8","VVX10",18.2
2023-01-17,"14:04:00","X8","DVVX10",290
2023-01-18,NA,"D5","TM",5.1
2023-01-18,"15:51:00","D5","TX",10.2
2023-01-18,"23:57:00","D5","TN",2.4
2023-01-18,NA,"D5","HRM",56
2023-01-18,"23:59:00","D5","HRX",73
2023-01-18,"16:31:00","D5","HRN",22
2023-01-18,NA,"D5","PM",952.3
2023-01-18,"23:45:00","D5","PX",960.3
2023-01-18,"02:39:00","D5","PN",945.4
2023-01-18,NA,"D5","PPT",0
2023-01-18,NA,"D5","RS24h",7.8
2023-01-18,NA,"D5","VVM10",4.4
2023-01-18,NA,"D5","DVM10",308
2023-01-18,"08:52:00","D5","VVX10",16.6
2023-01-18,"08:52:00","D5","DVVX10",333
2023-01-18,NA,"X2","TM",9.2
2023-01-18,"12:12:00","X2","TX",12.7
2023-01-18,"23:53:00","X2","TN",6.5
2023-01-18,NA,"X2","HRM",44
2023-01-18,"23:52:00","X2","HRX",57
2023-01-18,"16:40:00","X2","HRN",18
2023-01-18,NA,"X4","TM",9.4
2023-01-18,"14:38:00","X4","TX",14.3
2023-01-18,"23:58:00","X4","TN",6.6
2023-01-18,NA,"X4","HRM",41
2023-01-18,"23:58:00","X4","HRX",55
2023-01-18,"16:36:00","X4","HRN",15
2023-01-18,NA,"X4","PM",997.2
2023-01-18,"23:59:00","X4","PX",1005.6
2023-01-18,"01:56:00","X4","PN",990.9
2023-01-18,NA,"X4","PPT",0
2023-01-18,NA,"X4","RS24h",7.8
2023-01-18,NA,"X4","VVM10",4.3
2023-01-18,NA,"X4","DVM10",322
2023-01-18,"08:38:00","X4","VVX10",16.6
2023-01-18,"08:38:00","X4","DVVX10",317
2023-01-18,NA,"X8","TM",8.4
2023-01-18,"14:30:00","X8","TX",12.6
2023-01-18,"23:59:00","X8","TN",5.7
2023-01-18,NA,"X8","HRM",44
2023-01-18,"23:59:00","X8","HRX",59
2023-01-18,"16:27:00","X8","HRN",15
2023-01-18,NA,"X8","PM",991.5
2023-01-18,"23:53:00","X8","PX",999.8
2023-01-18,"03:30:00","X8","PN",985.2
2023-01-18,NA,"X8","PPT",0
2023-01-18,NA,"X8","RS24h",8.5
2023-01-18,NA,"X8","VVM10",5.4
2023-01-18,NA,"X8","DVM10",307
2023-01-18,"22:58:00","X8","VVX10",16.9
2023-01-18,"22:58:00","X8","DVVX10",346
2023-01-19,NA,"D5","TM",5.1
2023-01-19,"15:31:00","D5","TX",9.8
2023-01-19,"07:02:00","D5","TN",1.3
2023-01-19,NA,"D5","HRM",64
2023-01-19,"23:59:00","D5","HRX",78
2023-01-19,"18:36:00","D5","HRN",48
2023-01-19,NA,"D5","PM",961
2023-01-19,"10:14:00","D5","PX",965.8
2023-01-19,"22:45:00","D5","PN",953.5
2023-01-19,NA,"D5","PPT",0
2023-01-19,NA,"D5","RS24h",10.5
2023-01-19,NA,"D5","VVM10",5.5
2023-01-19,NA,"D5","DVM10",278
2023-01-19,"02:25:00","D5","VVX10",17
2023-01-19,"02:25:00","D5","DVVX10",333
2023-01-19,NA,"X2","TM",8.7
2023-01-19,"14:53:00","X2","TX",11.7
2023-01-19,"01:47:00","X2","TN",4.6
2023-01-19,NA,"X2","HRM",52
2023-01-19,"01:49:00","X2","HRX",67
2023-01-19,"19:00:00","X2","HRN",40
2023-01-19,NA,"X4","TM",8.8
2023-01-19,"14:50:00","X4","TX",12.3
2023-01-19,"07:09:00","X4","TN",5.4
2023-01-19,NA,"X4","HRM",49
2023-01-19,"23:56:00","X4","HRX",61
2023-01-19,"19:00:00","X4","HRN",37
2023-01-19,NA,"X4","PM",1006.2
2023-01-19,"10:30:00","X4","PX",1010.9
2023-01-19,"23:57:00","X4","PN",998.6
2023-01-19,NA,"X4","PPT",0
2023-01-19,NA,"X4","RS24h",10.5
2023-01-19,NA,"X4","VVM10",5.1
2023-01-19,NA,"X4","DVM10",302
2023-01-19,"05:10:00","X4","VVX10",17.2
2023-01-19,"05:10:00","X4","DVVX10",334
2023-01-19,NA,"X8","TM",8.2
2023-01-19,"14:34:00","X8","TX",11.9
2023-01-19,"07:07:00","X8","TN",4.6
2023-01-19,NA,"X8","HRM",52
2023-01-19,"08:01:00","X8","HRX",63
2023-01-19,"18:31:00","X8","HRN",39
2023-01-19,NA,"X8","PM",1000.6
2023-01-19,"10:08:00","X8","PX",1005.4
2023-01-19,"22:43:00","X8","PN",992.9
2023-01-19,NA,"X8","PPT",0
2023-01-19,NA,"X8","RS24h",10.5
2023-01-19,NA,"X8","VVM10",5.4
2023-01-19,NA,"X8","DVM10",296
2023-01-19,"06:12:00","X8","VVX10",14.6
2023-01-19,"06:12:00","X8","DVVX10",318
2023-01-20,NA,"D5","TM",7
2023-01-20,"13:17:00","D5","TX",13.3
2023-01-20,"23:59:00","D5","TN",3.6
2023-01-20,NA,"D5","HRM",63
2023-01-20,"06:06:00","D5","HRX",91
2023-01-20,"15:43:00","D5","HRN",31
2023-01-20,NA,"D5","PM",965
2023-01-20,"23:35:00","D5","PX",969.1
2023-01-20,"00:41:00","D5","PN",953.8
2023-01-20,NA,"D5","PPT",0
2023-01-20,NA,"D5","RS24h",10.3
2023-01-20,NA,"D5","VVM10",4
2023-01-20,NA,"D5","DVM10",287
2023-01-20,"00:28:00","D5","VVX10",12.9
2023-01-20,"00:28:00","D5","DVVX10",246
2023-01-20,NA,"X2","TM",9.1
2023-01-20,"15:40:00","X2","TX",13.5
2023-01-20,"07:18:00","X2","TN",4.9
2023-01-20,NA,"X2","HRM",64
2023-01-20,"07:21:00","X2","HRX",85
2023-01-20,"16:00:00","X2","HRN",29
2023-01-20,NA,"X4","TM",10.1
2023-01-20,"15:43:00","X4","TX",13.9
2023-01-20,"07:18:00","X4","TN",7.2
2023-01-20,NA,"X4","HRM",54
2023-01-20,"07:19:00","X4","HRX",72
2023-01-20,"16:00:00","X4","HRN",26
2023-01-20,NA,"X4","PM",1010.3
2023-01-20,"23:00:00","X4","PX",1015
2023-01-20,"00:05:00","X4","PN",998.5
2023-01-20,NA,"X4","PPT",0
2023-01-20,NA,"X4","RS24h",8.8
2023-01-20,NA,"X4","VVM10",2
2023-01-20,NA,"X4","DVM10",290
2023-01-20,"00:28:00","X4","VVX10",16.4
2023-01-20,"00:28:00","X4","DVVX10",301
2023-01-20,NA,"X8","TM",8.9
2023-01-20,"15:00:00","X8","TX",14.1
2023-01-20,"06:38:00","X8","TN",4.6
2023-01-20,NA,"X8","HRM",56
2023-01-20,"06:41:00","X8","HRX",83
2023-01-20,"15:32:00","X8","HRN",27
2023-01-20,NA,"X8","PM",1004.4
2023-01-20,"23:04:00","X8","PX",1008.9
2023-01-20,"00:14:00","X8","PN",993.6
2023-01-20,NA,"X8","PPT",0
2023-01-20,NA,"X8","RS24h",8.2
2023-01-20,NA,"X8","VVM10",2.1
2023-01-20,NA,"X8","DVM10",312
2023-01-20,"00:39:00","X8","VVX10",13.4
2023-01-20,"00:39:00","X8","DVVX10",305
2023-01-21,NA,"D5","TM",4.5
2023-01-21,"14:26:00","D5","TX",9.4
2023-01-21,"07:14:00","D5","TN",1.2
2023-01-21,NA,"D5","HRM",30
2023-01-21,"00:31:00","D5","HRX",56
2023-01-21,"03:14:00","D5","HRN",19
2023-01-21,NA,"D5","PM",967.9
2023-01-21,"00:01:00","D5","PX",968.9
2023-01-21,"14:46:00","D5","PN",966.3
2023-01-21,NA,"D5","PPT",0
2023-01-21,NA,"D5","RS24h",11
2023-01-21,NA,"D5","VVM10",5.6
2023-01-21,NA,"D5","DVM10",351
2023-01-21,"05:08:00","D5","VVX10",13.3
2023-01-21,"05:08:00","D5","DVVX10",29
2023-01-21,NA,"X2","TM",7.4
2023-01-21,"12:13:00","X2","TX",12.6
2023-01-21,"23:52:00","X2","TN",2.9
2023-01-21,NA,"X2","HRM",32
2023-01-21,"02:35:00","X2","HRX",53
2023-01-21,"13:30:00","X2","HRN",17
2023-01-21,NA,"X4","TM",7.9
2023-01-21,"13:43:00","X4","TX",12.8
2023-01-21,"07:12:00","X4","TN",4.3
2023-01-21,NA,"X4","HRM",27
2023-01-21,"02:17:00","X4","HRX",50
2023-01-21,"13:31:00","X4","HRN",15
2023-01-21,NA,"X4","PM",1013.7
2023-01-21,"10:30:00","X4","PX",1014.8
2023-01-21,"14:50:00","X4","PN",1011.9
2023-01-21,NA,"X4","PPT",0
2023-01-21,NA,"X4","RS24h",11.1
2023-01-21,NA,"X4","VVM10",2.7
2023-01-21,NA,"X4","DVM10",342
2023-01-21,"15:15:00","X4","VVX10",11.9
2023-01-21,"15:15:00","X4","DVVX10",316
2023-01-21,NA,"X8","TM",6.7
2023-01-21,"13:29:00","X8","TX",12.5
2023-01-21,"06:35:00","X8","TN",1.8
2023-01-21,NA,"X8","HRM",29
2023-01-21,"03:52:00","X8","HRX",50
2023-01-21,"13:08:00","X8","HRN",15
2023-01-21,NA,"X8","PM",1007.8
2023-01-21,"23:54:00","X8","PX",1008.8
2023-01-21,"14:07:00","X8","PN",1006.2
2023-01-21,NA,"X8","PPT",0
2023-01-21,NA,"X8","RS24h",11.2
2023-01-21,NA,"X8","VVM10",2.7
2023-01-21,NA,"X8","DVM10",324
2023-01-21,"12:55:00","X8","VVX10",11
2023-01-21,"12:55:00","X8","DVVX10",329
2023-01-22,NA,"D5","TM",4.2
2023-01-22,"14:18:00","D5","TX",11.3
2023-01-22,"05:00:00","D5","TN",1
2023-01-22,NA,"D5","HRM",41
2023-01-22,"20:37:00","D5","HRX",60
2023-01-22,"14:04:00","D5","HRN",23
2023-01-22,NA,"D5","PM",970
2023-01-22,"10:42:00","D5","PX",971.4
2023-01-22,"03:57:00","D5","PN",968.4
2023-01-22,NA,"D5","PPT",0
2023-01-22,NA,"D5","RS24h",10.9
2023-01-22,NA,"D5","VVM10",4.5
2023-01-22,NA,"D5","DVM10",305
2023-01-22,"11:16:00","D5","VVX10",11.1
2023-01-22,"11:16:00","D5","DVVX10",325
2023-01-22,NA,"X2","TM",5.5
2023-01-22,"13:10:00","X2","TX",11.3
2023-01-22,"05:07:00","X2","TN",0.4
2023-01-22,NA,"X2","HRM",46
2023-01-22,"05:01:00","X2","HRX",62
2023-01-22,"13:09:00","X2","HRN",25
2023-01-22,NA,"X4","TM",7.2
2023-01-22,"12:43:00","X4","TX",12
2023-01-22,"06:10:00","X4","TN",2.7
2023-01-22,NA,"X4","HRM",34
2023-01-22,"23:59:00","X4","HRX",47
2023-01-22,"12:44:00","X4","HRN",21
2023-01-22,NA,"X4","PM",1016.1
2023-01-22,"10:30:00","X4","PX",1017.5
2023-01-22,"00:03:00","X4","PN",1014.6
2023-01-22,NA,"X4","PPT",0
2023-01-22,NA,"X4","RS24h",10.9
2023-01-22,NA,"X4","VVM10",1.5
2023-01-22,NA,"X4","DVM10",303
2023-01-22,"14:53:00","X4","VVX10",6.2
2023-01-22,"14:53:00","X4","DVVX10",198
2023-01-22,NA,"X8","TM",5.8
2023-01-22,"13:33:00","X8","TX",12.1
2023-01-22,"07:10:00","X8","TN",0.8
2023-01-22,NA,"X8","HRM",38
2023-01-22,"23:40:00","X8","HRX",59
2023-01-22,"13:43:00","X8","HRN",21
2023-01-22,NA,"X8","PM",1010.1
2023-01-22,"10:49:00","X8","PX",1011.5
2023-01-22,"00:30:00","X8","PN",1008.6
2023-01-22,NA,"X8","PPT",0
2023-01-22,NA,"X8","RS24h",10.7
2023-01-22,NA,"X8","VVM10",2
2023-01-22,NA,"X8","DVM10",305
2023-01-22,"11:05:00","X8","VVX10",8.2
2023-01-22,"11:05:00","X8","DVVX10",314
2023-01-23,NA,"D5","TM",4
2023-01-23,"14:35:00","D5","TX",8.8
2023-01-23,"07:50:00","D5","TN",1.7
2023-01-23,NA,"D5","HRM",55
2023-01-23,"19:00:00","D5","HRX",73
2023-01-23,"09:42:00","D5","HRN",33
2023-01-23,NA,"D5","PM",971
2023-01-23,"23:58:00","D5","PX",973.1
2023-01-23,"14:35:00","D5","PN",969.5
2023-01-23,NA,"D5","PPT",0
2023-01-23,NA,"D5","RS24h",9.9
2023-01-23,NA,"D5","VVM10",4.2
2023-01-23,NA,"D5","DVM10",274
2023-01-23,"05:17:00","D5","VVX10",11.2
2023-01-23,"05:17:00","D5","DVVX10",309
2023-01-23,NA,"X2","TM",6.3
2023-01-23,"12:25:00","X2","TX",10
2023-01-23,"03:33:00","X2","TN",2.3
2023-01-23,NA,"X2","HRM",53
2023-01-23,"04:12:00","X2","HRX",72
2023-01-23,"11:06:00","X2","HRN",34
2023-01-23,NA,"X4","TM",7.4
2023-01-23,"12:22:00","X4","TX",10.3
2023-01-23,"06:51:00","X4","TN",4.8
2023-01-23,NA,"X4","HRM",47
2023-01-23,"04:12:00","X4","HRX",59
2023-01-23,"10:50:00","X4","HRN",28
2023-01-23,NA,"X4","PM",1017
2023-01-23,"23:57:00","X4","PX",1019.1
2023-01-23,"14:37:00","X4","PN",1015.3
2023-01-23,NA,"X4","PPT",0
2023-01-23,NA,"X4","RS24h",9.6
2023-01-23,NA,"X4","VVM10",1.8
2023-01-23,NA,"X4","DVM10",350
2023-01-23,"05:32:00","X4","VVX10",8.2
2023-01-23,"05:32:00","X4","DVVX10",306
2023-01-23,NA,"X8","TM",6.3
2023-01-23,"14:35:00","X8","TX",10.4
2023-01-23,"06:00:00","X8","TN",2.5
2023-01-23,NA,"X8","HRM",49
2023-01-23,"03:14:00","X8","HRX",69
2023-01-23,"10:37:00","X8","HRN",25
2023-01-23,NA,"X8","PM",1011
2023-01-23,"23:59:00","X8","PX",1013
2023-01-23,"14:44:00","X8","PN",1009.4
2023-01-23,NA,"X8","PPT",0
2023-01-23,NA,"X8","RS24h",10
2023-01-23,NA,"X8","VVM10",1.8
2023-01-23,NA,"X8","DVM10",311
2023-01-23,"08:32:00","X8","VVX10",9.5
2023-01-23,"08:32:00","X8","DVVX10",303
2023-01-24,NA,"D5","TM",3.3
2023-01-24,"23:55:00","D5","TX",7.4
2023-01-24,"05:22:00","D5","TN",0.2
2023-01-24,NA,"D5","HRM",74
2023-01-24,"12:06:00","D5","HRX",95
2023-01-24,"09:29:00","D5","HRN",57
2023-01-24,NA,"D5","PM",975
2023-01-24,"20:45:00","D5","PX",976.5
2023-01-24,"00:41:00","D5","PN",972.9
2023-01-24,NA,"D5","PPT",0.8
2023-01-24,NA,"D5","RS24h",3.1
2023-01-24,NA,"D5","VVM10",6.9
2023-01-24,NA,"D5","DVM10",6
2023-01-24,"21:34:00","D5","VVX10",15.5
2023-01-24,"21:34:00","D5","DVVX10",25
2023-01-24,NA,"X2","TM",6.7
2023-01-24,"23:11:00","X2","TX",9.1
2023-01-24,"06:43:00","X2","TN",4
2023-01-24,NA,"X2","HRM",63
2023-01-24,"06:50:00","X2","HRX",79
2023-01-24,"01:49:00","X2","HRN",49
2023-01-24,NA,"X4","TM",7.1
2023-01-24,"23:59:00","X4","TX",10.1
2023-01-24,"06:34:00","X4","TN",4.4
2023-01-24,NA,"X4","HRM",58
2023-01-24,"12:24:00","X4","HRX",73
2023-01-24,"01:41:00","X4","HRN",45
2023-01-24,NA,"X4","PM",1021.3
2023-01-24,"11:05:00","X4","PX",1022.7
2023-01-24,"00:44:00","X4","PN",1018.9
2023-01-24,NA,"X4","PPT",0.2
2023-01-24,NA,"X4","RS24h",2.9
2023-01-24,NA,"X4","VVM10",1.6
2023-01-24,NA,"X4","DVM10",8
2023-01-24,"19:28:00","X4","VVX10",8.2
2023-01-24,"19:28:00","X4","DVVX10",19
2023-01-24,NA,"X8","TM",6.1
